Age,Age_Group,Attrition,Attrition_Flag,Department,JobRole,JobLevel,BusinessTravel,Gender,MaritalStatus,EducationField,Education,MonthlyIncome,Income_Band,PercentSalaryHike,StockOptionLevel,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,DistanceFromHome,YearsAtCompany,Tenure_Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,PerformanceRating,TrainingTimesLastYear
52,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Rarely,Female,Married,Life Sciences,2,16555,4. Above $10K,13,0,4,4 - Very High,4,4,3,1,No,4,5,3. 3-5 Years,2,1,4,31,2,3,2
42,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Female,Divorced,Life Sciences,2,4556,2. $3K-$6K,11,1,3,3 - High,1,2,3,3,No,29,5,3. 3-5 Years,4,0,2,19,2,3,3
30,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Single,Life Sciences,3,6091,3. $6K-$10K,20,0,4,4 - Very High,3,3,1,3,No,2,5,3. 3-5 Years,4,0,2,11,2,4,2
60,5. Age 55+,No,0,Research & Development,Manager,5,Travel_Rarely,Female,Married,Life Sciences,3,19566,4. Above $10K,11,0,1,1 - Low,1,4,3,1,No,7,29,5. 10+ Years,8,11,10,33,5,3,5
46,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Divorced,Medical,3,4810,2. $3K-$6K,14,1,3,3 - High,3,3,3,2,No,18,10,4. 5-10 Years,7,0,8,19,2,3,5
42,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Frequently,Female,Married,Technical Degree,4,4523,2. $3K-$6K,11,3,4,4 - Very High,4,4,2,4,No,28,6,4. 5-10 Years,5,0,4,7,0,3,4
24,1. Under 25,Yes,1,Sales,Sales Representative,1,Travel_Rarely,Female,Single,Technical Degree,1,3202,2. $3K-$6K,16,0,2,2 - Medium,1,2,3,3,Yes,1,5,3. 3-5 Years,3,1,4,6,1,3,4
34,2. Age 25-34,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Female,Divorced,Marketing,2,2351,1. Under $3K,16,1,3,3 - High,4,4,1,2,No,6,2,2. 1-3 Years,2,1,0,3,0,3,3
38,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Married,Life Sciences,2,1702,1. Under $3K,23,1,4,4 - Very High,4,3,3,3,Yes,2,1,1. 0-1 Years,0,0,0,1,1,4,3
40,3. Age 35-44,No,0,Sales,Manager,5,Travel_Rarely,Female,Married,Life Sciences,4,18041,4. Above $10K,14,0,3,3 - High,3,4,3,3,No,2,20,5. 10+ Years,15,1,12,21,0,3,2
26,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Divorced,Life Sciences,3,2886,1. Under $3K,22,2,4,4 - Very High,1,2,3,1,No,23,3,2. 1-3 Years,2,0,2,3,1,4,3
30,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Non-Travel,Male,Married,Life Sciences,3,2097,1. Under $3K,15,1,4,4 - Very High,3,3,3,1,No,3,5,3. 3-5 Years,3,1,4,9,4,3,3
29,2. Age 25-34,No,0,Research & Development,Research Director,3,Travel_Rarely,Male,Married,Medical,4,11935,4. Above $10K,18,0,3,3 - High,2,3,2,3,No,3,10,4. 5-10 Years,2,0,7,10,1,3,2
29,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Technical Degree,5,2546,1. Under $3K,16,0,2,2 - Medium,3,2,2,4,No,25,2,2. 1-3 Years,2,1,1,6,5,3,2
19,1. Under 25,Yes,1,Human Resources,Human Resources,1,Travel_Rarely,Male,Single,Technical Degree,2,2564,1. Under $3K,12,0,4,4 - Very High,1,3,2,4,No,2,1,1. 0-1 Years,0,0,0,1,1,3,3
30,2. Age 25-34,No,0,Sales,Sales Executive,3,Non-Travel,Female,Married,Other,4,8412,3. $6K-$10K,11,0,1,1 - Low,3,3,3,3,No,22,9,4. 5-10 Years,8,7,8,10,0,3,3
57,5. Age 55+,No,0,Sales,Manager,4,Travel_Rarely,Male,Divorced,Marketing,3,14118,4. Above $10K,12,1,4,4 - Very High,1,3,2,2,No,29,1,1. 0-1 Years,0,0,0,32,3,3,3
50,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Rarely,Male,Married,Life Sciences,4,17046,4. Above $10K,15,1,3,3 - High,2,2,2,3,No,29,27,5. 10+ Years,10,15,7,28,0,3,2
30,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Non-Travel,Female,Single,Medical,3,2564,1. Under $3K,14,0,4,4 - Very High,3,3,3,2,No,2,11,5. 10+ Years,7,6,7,12,0,3,2
60,5. Age 55+,No,0,Sales,Sales Executive,3,Travel_Frequently,Female,Married,Marketing,3,10266,4. Above $10K,19,0,1,1 - Low,3,4,2,4,No,28,18,5. 10+ Years,13,13,11,22,4,3,5
47,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Divorced,Medical,2,5070,2. $3K-$6K,13,3,4,4 - Very High,1,3,3,3,No,2,5,3. 3-5 Years,0,0,4,20,5,3,2
46,4. Age 45-54,No,0,Research & Development,Research Director,4,Travel_Rarely,Male,Married,Life Sciences,3,17861,4. Above $10K,13,0,3,3 - High,1,3,3,1,No,2,3,2. 1-3 Years,2,0,1,26,6,3,2
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Life Sciences,3,4230,2. $3K-$6K,15,0,3,3 - High,4,3,1,3,No,22,5,3. 3-5 Years,4,4,3,6,0,3,2
54,4. Age 45-54,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Female,Single,Life Sciences,4,3780,2. $3K-$6K,11,0,3,3 - High,3,3,3,3,No,8,1,1. 0-1 Years,0,0,0,19,7,3,3
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Divorced,Life Sciences,4,2768,1. Under $3K,12,1,3,3 - High,4,3,2,3,No,2,7,4. 5-10 Years,3,5,7,14,3,3,3
46,4. Age 45-54,No,0,Sales,Sales Executive,3,Travel_Rarely,Female,Married,Marketing,3,9071,3. $6K-$10K,19,1,4,4 - Very High,3,3,2,3,Yes,10,3,2. 1-3 Years,2,1,2,15,2,3,3
31,2. Age 25-34,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Male,Divorced,Life Sciences,1,10648,4. Above $10K,25,1,2,2 - Medium,3,4,3,4,No,9,13,5. 10+ Years,8,0,8,13,1,4,6
33,2. Age 25-34,Yes,1,Research & Development,Manager,3,Travel_Rarely,Male,Married,Medical,1,13610,4. Above $10K,12,0,3,3 - High,2,4,3,4,Yes,15,7,4. 5-10 Years,6,7,7,15,7,3,2
33,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Divorced,Medical,1,3408,2. $3K-$6K,13,3,4,4 - Very High,1,1,1,3,No,10,4,3. 3-5 Years,3,1,3,8,7,3,2
30,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Single,Marketing,1,2983,1. Under $3K,14,0,2,2 - Medium,4,1,3,3,No,7,3,2. 1-3 Years,2,1,2,4,0,3,3
35,3. Age 35-44,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Married,Life Sciences,3,7632,3. $6K-$10K,12,0,3,3 - High,4,3,3,3,Yes,16,8,4. 5-10 Years,7,0,0,10,4,3,2
31,2. Age 25-34,Yes,1,Research & Development,Healthcare Representative,3,Travel_Frequently,Male,Married,Life Sciences,3,9824,3. $6K-$10K,12,0,3,3 - High,1,1,3,3,No,20,1,1. 0-1 Years,0,0,0,12,3,3,2
34,2. Age 25-34,Yes,1,Human Resources,Human Resources,3,Travel_Frequently,Female,Divorced,Human Resources,3,9950,3. $6K-$10K,15,3,1,1 - Low,2,3,3,3,Yes,23,3,2. 1-3 Years,2,0,2,11,9,3,2
42,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Married,Other,2,2093,1. Under $3K,17,1,3,3 - High,2,4,3,3,No,5,2,2. 1-3 Years,2,2,0,8,4,3,4
36,3. Age 35-44,No,0,Sales,Sales Executive,3,Non-Travel,Male,Single,Medical,4,9980,3. $6K-$10K,14,0,4,4 - Very High,2,4,3,2,No,10,10,4. 5-10 Years,3,9,7,10,1,3,3
22,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Single,Technical Degree,1,3894,2. $3K-$6K,16,0,3,3 - High,3,3,2,3,No,4,2,2. 1-3 Years,2,1,2,4,5,3,3
48,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Marketing,5,4051,2. $3K-$6K,14,1,4,4 - Very High,2,1,3,3,No,2,9,4. 5-10 Years,7,6,7,14,2,3,2
55,5. Age 55+,No,0,Sales,Manager,4,Travel_Rarely,Female,Single,Life Sciences,5,16835,4. Above $10K,23,0,2,2 - Medium,1,4,3,3,No,18,10,4. 5-10 Years,9,7,7,37,3,4,2
41,3. Age 35-44,No,0,Sales,Sales Executive,2,Non-Travel,Male,Single,Life Sciences,2,6230,3. $6K-$10K,14,0,4,4 - Very High,4,4,3,3,No,10,14,5. 10+ Years,3,1,10,16,7,3,3
35,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Marketing,3,4717,2. $3K-$6K,11,0,3,3 - High,2,3,3,3,No,1,11,5. 10+ Years,9,6,9,15,9,3,2
40,3. Age 35-44,No,0,Research & Development,Manufacturing Director,4,Travel_Rarely,Female,Single,Life Sciences,3,13237,4. Above $10K,15,0,3,3 - High,2,3,3,3,No,6,20,5. 10+ Years,6,5,13,22,7,3,3
39,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Married,Life Sciences,1,3755,2. $3K-$6K,11,1,3,3 - High,3,1,3,3,No,8,8,4. 5-10 Years,3,0,7,8,1,3,3
31,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Single,Life Sciences,1,6582,3. $6K-$10K,13,0,4,4 - Very High,2,3,3,4,Yes,2,6,4. 5-10 Years,5,0,5,10,4,3,2
42,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Male,Married,Medical,3,7406,3. $6K-$10K,21,1,1,1 - Low,4,4,3,2,Yes,24,10,4. 5-10 Years,9,5,8,10,1,4,5
45,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Other,3,4805,2. $3K-$6K,19,1,2,2 - Medium,4,2,3,4,No,2,8,4. 5-10 Years,7,3,7,9,0,3,3
26,2. Age 25-34,Yes,1,Human Resources,Human Resources,1,Travel_Frequently,Female,Divorced,Life Sciences,4,2741,1. Under $3K,11,1,3,3 - High,2,2,3,2,Yes,17,7,4. 5-10 Years,7,1,0,8,0,3,2
29,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Divorced,Technical Degree,3,4262,2. $3K-$6K,12,2,4,4 - Very High,4,2,3,4,No,19,3,2. 1-3 Years,2,1,2,8,4,3,2
33,2. Age 25-34,No,0,Research & Development,Research Director,4,Travel_Rarely,Female,Divorced,Medical,5,16184,4. Above $10K,19,1,3,3 - High,1,3,4,3,No,1,6,4. 5-10 Years,1,0,5,10,4,3,2
31,2. Age 25-34,No,0,Sales,Manager,3,Travel_Rarely,Male,Divorced,Life Sciences,3,11557,4. Above $10K,21,1,4,4 - Very High,3,3,2,2,No,7,5,3. 3-5 Years,4,0,1,10,9,4,3
18,1. Under 25,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Male,Single,Marketing,3,1878,1. Under $3K,14,0,2,2 - Medium,2,4,3,3,Yes,5,0,1. 0-1 Years,0,0,0,0,1,3,3
40,3. Age 35-44,No,0,Sales,Sales Executive,3,Non-Travel,Male,Divorced,Other,3,10932,4. Above $10K,15,1,1,1 - Low,3,3,1,3,No,28,1,1. 0-1 Years,0,0,1,20,3,3,2
41,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Non-Travel,Female,Single,Other,4,6811,3. $6K-$10K,17,0,3,3 - High,1,1,2,3,Yes,2,8,4. 5-10 Years,7,0,7,10,2,3,3
26,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Medical,2,4306,2. $3K-$6K,12,2,3,3 - High,1,1,3,3,No,29,0,1. 0-1 Years,0,0,0,8,5,3,5
35,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Medical,3,4859,2. $3K-$6K,16,0,3,3 - High,1,4,3,3,No,1,5,3. 3-5 Years,4,0,3,5,1,3,3
34,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Single,Life Sciences,4,5337,2. $3K-$6K,12,0,4,4 - Very High,4,4,4,3,No,21,10,4. 5-10 Years,7,5,7,10,1,3,3
26,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Technical Degree,3,2340,1. Under $3K,18,0,4,4 - Very High,3,2,1,1,Yes,24,1,1. 0-1 Years,0,0,0,1,1,3,3
37,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Female,Single,Technical Degree,3,7491,3. $6K-$10K,17,0,4,4 - Very High,2,4,3,4,No,1,6,4. 5-10 Years,5,1,2,12,4,3,3
46,4. Age 45-54,No,0,Research & Development,Healthcare Representative,3,Travel_Frequently,Female,Married,Medical,1,10527,4. Above $10K,11,0,3,3 - High,1,4,3,2,No,18,2,2. 1-3 Years,2,1,2,28,5,3,3
41,3. Age 35-44,No,0,Sales,Manager,4,Travel_Rarely,Female,Married,Life Sciences,5,16595,4. Above $10K,16,1,1,1 - Low,2,2,3,3,No,2,18,5. 10+ Years,16,11,8,22,7,3,2
37,3. Age 35-44,No,0,Sales,Sales Executive,3,Non-Travel,Male,Divorced,Medical,4,8834,3. $6K-$10K,13,1,2,2 - Medium,1,4,3,3,No,9,9,4. 5-10 Years,5,7,7,9,1,3,6
52,4. Age 45-54,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Divorced,Technical Degree,2,5577,2. $3K-$6K,12,2,1,1 - Low,4,2,3,3,Yes,6,10,4. 5-10 Years,9,6,9,18,3,3,3
32,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Non-Travel,Male,Married,Other,4,4707,2. $3K-$6K,12,0,3,3 - High,4,4,4,3,No,11,4,3. 3-5 Years,2,1,2,6,8,3,2
24,1. Under 25,No,0,Sales,Sales Representative,1,Travel_Frequently,Male,Married,Medical,3,2400,1. Under $3K,13,2,4,4 - Very High,4,3,3,3,No,24,2,2. 1-3 Years,2,2,1,3,0,3,3
38,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Married,Medical,3,9824,3. $6K-$10K,19,1,3,3 - High,3,3,3,3,No,10,1,1. 0-1 Years,0,0,0,18,3,3,4
37,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Married,Life Sciences,4,6447,3. $6K-$10K,12,1,2,2 - Medium,2,2,3,2,No,1,6,4. 5-10 Years,5,4,3,8,6,3,2
49,4. Age 45-54,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Divorced,Life Sciences,4,19502,4. Above $10K,17,1,3,3 - High,4,3,2,3,Yes,18,31,5. 10+ Years,9,0,9,31,1,3,5
24,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,3,2725,1. Under $3K,11,2,4,4 - Very High,2,2,4,3,Yes,23,6,4. 5-10 Years,5,1,4,6,1,3,3
26,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Marketing,2,6272,3. $6K-$10K,20,2,2,2 - Medium,1,4,3,4,No,28,5,3. 3-5 Years,3,1,4,6,1,4,5
24,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Other,2,2127,1. Under $3K,21,1,2,2 - Medium,4,4,2,3,No,17,1,1. 0-1 Years,0,0,0,1,1,4,2
50,4. Age 45-54,No,0,Human Resources,Manager,5,Travel_Frequently,Male,Married,Medical,3,18200,4. Above $10K,11,1,2,2 - Medium,1,3,3,3,No,3,32,5. 10+ Years,5,10,7,32,1,3,2
25,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Married,Medical,1,2096,1. Under $3K,11,0,3,3 - High,2,3,3,3,No,13,7,4. 5-10 Years,4,0,6,7,1,3,1
24,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Married,Life Sciences,3,2886,1. Under $3K,16,1,3,3 - High,1,4,3,3,Yes,7,6,4. 5-10 Years,3,1,2,6,1,3,4
30,2. Age 25-34,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Male,Married,Life Sciences,4,2033,1. Under $3K,18,1,1,1 - Low,2,3,2,4,No,12,1,1. 0-1 Years,0,0,0,1,1,3,2
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,2,3622,2. $3K-$6K,13,1,4,4 - Very High,2,4,2,3,Yes,1,6,4. 5-10 Years,5,1,3,6,1,3,3
31,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Medical,4,4233,2. $3K-$6K,17,0,1,1 - Low,2,3,3,1,No,13,3,2. 1-3 Years,1,1,2,9,2,3,2
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Single,Other,2,3681,2. $3K-$6K,14,0,4,4 - Very High,1,4,2,3,No,25,3,2. 1-3 Years,2,0,2,9,4,3,3
31,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Medical,4,5460,2. $3K-$6K,22,2,4,4 - Very High,1,4,4,4,No,6,7,4. 5-10 Years,7,5,7,13,4,4,4
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Divorced,Medical,4,2187,1. Under $3K,12,2,3,3 - High,1,3,2,2,No,6,5,3. 3-5 Years,3,0,3,6,0,3,5
37,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Marketing,3,9602,3. $6K-$10K,11,1,3,3 - High,4,3,3,2,Yes,2,3,2. 1-3 Years,0,1,0,17,4,3,3
20,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Life Sciences,3,2836,1. Under $3K,13,0,2,2 - Medium,4,4,2,4,No,1,1,1. 0-1 Years,0,0,0,1,1,3,0
42,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Married,Life Sciences,4,4089,2. $3K-$6K,13,2,4,4 - Very High,3,2,3,3,No,2,10,4. 5-10 Years,2,2,2,10,1,3,4
43,3. Age 35-44,No,0,Research & Development,Research Director,4,Travel_Rarely,Male,Divorced,Other,4,16627,4. Above $10K,14,1,4,4 - Very High,2,3,2,2,Yes,6,1,1. 0-1 Years,0,0,0,21,4,3,3
38,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Life Sciences,1,2619,1. Under $3K,17,0,1,1 - Low,3,4,3,2,No,1,0,1. 0-1 Years,0,0,0,8,3,3,3
43,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Frequently,Male,Divorced,Medical,5,5679,2. $3K-$6K,13,1,3,3 - High,4,2,3,3,Yes,9,8,4. 5-10 Years,7,4,7,10,3,3,3
48,4. Age 45-54,No,0,Research & Development,Manager,4,Travel_Rarely,Female,Married,Life Sciences,4,15402,4. Above $10K,11,1,1,1 - Low,4,1,2,1,No,1,3,2. 1-3 Years,2,0,2,21,7,3,3
44,3. Age 35-44,No,0,Human Resources,Human Resources,2,Travel_Rarely,Female,Single,Life Sciences,4,5985,2. $3K-$6K,11,0,3,3 - High,1,2,2,4,No,1,2,2. 1-3 Years,2,0,2,10,4,3,1
34,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Rarely,Female,Divorced,Technical Degree,3,2579,1. Under $3K,18,2,3,3 - High,3,4,3,3,Yes,14,8,4. 5-10 Years,2,0,6,8,1,3,3
27,2. Age 25-34,Yes,1,Sales,Sales Representative,1,Travel_Rarely,Male,Divorced,Marketing,1,3041,2. $3K-$6K,11,1,1,1 - Low,3,2,3,3,No,2,4,3. 3-5 Years,3,0,2,5,0,3,3
21,1. Under 25,No,0,Sales,Sales Representative,1,Travel_Rarely,Male,Single,Technical Degree,1,3447,2. $3K-$6K,11,0,3,3 - High,3,3,3,3,No,22,3,2. 1-3 Years,2,1,2,3,1,3,2
44,3. Age 35-44,No,0,Research & Development,Manager,5,Travel_Rarely,Male,Married,Other,4,19513,4. Above $10K,12,1,4,4 - Very High,4,1,3,4,Yes,3,2,2. 1-3 Years,2,0,1,26,4,3,2
22,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,1,2773,1. Under $3K,20,0,3,3 - High,1,4,3,3,No,6,2,2. 1-3 Years,2,2,2,3,0,4,3
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Divorced,Marketing,4,7104,3. $6K-$10K,12,0,3,3 - High,3,4,3,3,No,8,5,3. 3-5 Years,0,1,2,6,0,3,3
32,2. Age 25-34,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Married,Life Sciences,4,6322,3. $6K-$10K,12,1,4,4 - Very High,1,4,3,2,Yes,9,6,4. 5-10 Years,4,0,5,6,1,3,2
30,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Female,Divorced,Medical,3,2083,1. Under $3K,20,1,3,3 - High,3,3,3,3,No,3,1,1. 0-1 Years,0,0,0,1,1,4,2
53,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Medical,1,8381,3. $6K-$10K,20,0,1,1 - Low,4,4,3,4,No,1,14,5. 10+ Years,7,8,10,18,7,4,2
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,5,2691,1. Under $3K,12,1,4,4 - Very High,2,4,3,2,No,1,10,4. 5-10 Years,9,8,8,10,1,3,4
45,4. Age 45-54,Yes,1,Sales,Sales Executive,2,Travel_Frequently,Female,Married,Life Sciences,4,4286,2. $3K-$6K,14,2,1,1 - Low,1,4,3,3,No,26,1,1. 0-1 Years,1,0,0,5,2,3,4
26,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Married,Life Sciences,3,2659,1. Under $3K,13,1,4,4 - Very High,3,3,3,3,Yes,6,3,2. 1-3 Years,2,0,2,3,1,3,2
37,3. Age 35-44,No,0,Research & Development,Manufacturing Director,3,Travel_Rarely,Male,Married,Other,3,9434,3. $6K-$10K,15,1,3,3 - High,3,3,3,3,No,3,10,4. 5-10 Years,7,7,8,10,1,3,2
29,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Medical,2,5561,2. $3K-$6K,14,1,3,3 - High,2,1,3,2,No,3,6,4. 5-10 Years,0,1,2,6,1,3,5
35,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Male,Single,Life Sciences,4,6646,3. $6K-$10K,13,0,4,4 - Very High,2,2,1,3,No,6,17,5. 10+ Years,11,11,8,17,1,3,3
33,2. Age 25-34,No,0,Research & Development,Healthcare Representative,2,Travel_Frequently,Male,Divorced,Life Sciences,3,7725,3. $6K-$10K,23,1,4,4 - Very High,3,3,3,1,No,6,13,5. 10+ Years,11,4,7,15,3,4,2
54,4. Age 45-54,No,0,Human Resources,Human Resources,3,Travel_Rarely,Male,Married,Medical,4,10725,4. Above $10K,15,1,2,2 - Medium,3,3,3,4,No,19,9,4. 5-10 Years,7,7,1,16,2,3,1
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Divorced,Medical,2,8847,3. $6K-$10K,11,1,2,2 - Medium,2,3,2,3,Yes,9,3,2. 1-3 Years,2,0,2,13,2,3,2
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,4,2045,1. Under $3K,13,0,4,4 - Very High,1,4,2,3,No,3,4,3. 3-5 Years,2,1,1,5,0,3,0
20,1. Under 25,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,1,1009,1. Under $3K,11,0,3,3 - High,4,4,3,3,Yes,10,1,1. 0-1 Years,0,1,1,1,1,3,5
33,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Frequently,Male,Single,Life Sciences,3,3348,2. $3K-$6K,11,0,1,1 - Low,1,1,3,3,Yes,3,10,4. 5-10 Years,8,9,7,10,1,3,3
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Non-Travel,Male,Married,Life Sciences,3,1281,1. Under $3K,18,2,3,3 - High,3,3,2,3,No,3,1,1. 0-1 Years,0,0,0,1,1,3,3
23,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,3,2819,1. Under $3K,16,1,1,1 - Low,1,1,4,4,No,4,3,2. 1-3 Years,2,0,2,5,2,3,3
25,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,3,4851,2. $3K-$6K,22,1,2,2 - Medium,4,3,4,3,No,8,3,2. 1-3 Years,2,1,2,4,0,4,4
38,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Marketing,4,4028,2. $3K-$6K,20,0,4,4 - Very High,4,1,2,3,No,7,7,4. 5-10 Years,7,0,5,8,0,4,2
29,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Divorced,Life Sciences,4,2720,1. Under $3K,18,1,4,4 - Very High,2,4,1,3,No,1,10,4. 5-10 Years,7,2,8,10,1,3,5
48,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Marketing,1,8120,3. $6K-$10K,12,0,2,2 - Medium,2,4,4,3,No,2,2,2. 1-3 Years,2,2,2,12,3,3,3
27,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Female,Divorced,Medical,1,4647,2. $3K-$6K,20,2,4,4 - Very High,4,2,4,3,Yes,3,6,4. 5-10 Years,5,0,4,6,1,4,3
37,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Life Sciences,2,4680,2. $3K-$6K,17,0,4,4 - Very High,4,1,4,3,No,10,1,1. 0-1 Years,0,0,0,4,3,3,2
50,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,1,3221,2. $3K-$6K,11,3,3,3 - High,4,3,4,3,Yes,28,20,5. 10+ Years,8,3,8,20,1,3,3
34,2. Age 25-34,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Single,Medical,3,8621,3. $6K-$10K,14,0,2,2 - Medium,4,2,2,4,No,9,8,4. 5-10 Years,7,7,7,9,1,3,3
24,1. Under 25,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Life Sciences,2,4577,2. $3K-$6K,14,0,3,3 - High,1,1,3,3,No,3,2,2. 1-3 Years,2,2,0,4,9,3,3
39,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Travel_Rarely,Female,Single,Technical Degree,4,4553,2. $3K-$6K,11,0,3,3 - High,4,1,2,3,No,2,20,5. 10+ Years,7,11,10,20,1,3,4
